date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:38:01	80466/80466	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Apr%202025%2001:37:58%20GMT	https://28tech.com.vn/	D:/Videos/28-Tech/28tech.com.vn/index.html	(from )
08:38:01	47/47	---M--	200	added ('OK')	text/plain	date:Tue,%2023%20Jan%202024%2006:17:26%20GMT	https://28tech.com.vn/robots.txt		(from )
08:38:01	389/389	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202024%2006:17:26%20GMT	https://28tech.com.vn/templates/app01/assets/css/fonts.css	D:/Videos/28-Tech/28tech.com.vn/templates/app01/assets/css/fonts.css	(from https://28tech.com.vn/)
08:38:01	28126/28126	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Jan%202024%2010:35:53%20GMT	https://cdn-main.28tech.com.vn/media/core/favicon.png	D:/Videos/28-Tech/cdn-main.28tech.com.vn/media/core/favicon.png	(from https://28tech.com.vn/)
08:38:02	893/893	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202024%2006:17:26%20GMT	https://28tech.com.vn/templates/app01/assets/css/variable.css	D:/Videos/28-Tech/28tech.com.vn/templates/app01/assets/css/variable.css	(from https://28tech.com.vn/)
08:38:02	155803/155803	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202024%2006:17:26%20GMT	https://28tech.com.vn/templates/app01/assets/histudy/css/vendor/bootstrap.min.css	D:/Videos/28-Tech/28tech.com.vn/templates/app01/assets/histudy/css/vendor/bootstrap.min.css	(from https://28tech.com.vn/)
08:38:02	15744/15744	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202024%2006:17:26%20GMT	https://28tech.com.vn/templates/app01/assets/lib/bootstrap-datepicker/bootstrap-datepicker.min.css	D:/Videos/28-Tech/28tech.com.vn/templates/app01/assets/lib/bootstrap-datepicker/bootstrap-datepicker.min.css	(from https://28tech.com.vn/)
08:38:02	94491/94491	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202024%2006:17:26%20GMT	https://28tech.com.vn/templates/app01/assets/lib/iconsax.css	D:/Videos/28-Tech/28tech.com.vn/templates/app01/assets/lib/iconsax.css	(from https://28tech.com.vn/)
08:38:03	1729/1729	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202024%2006:17:26%20GMT	https://28tech.com.vn/templates/app01/assets/histudy/css/vendor/slick.css	D:/Videos/28-Tech/28tech.com.vn/templates/app01/assets/histudy/css/vendor/slick.css	(from https://28tech.com.vn/)
08:38:03	3200/3200	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202024%2006:17:26%20GMT	https://28tech.com.vn/templates/app01/assets/histudy/css/vendor/slick-theme.css	D:/Videos/28-Tech/28tech.com.vn/templates/app01/assets/histudy/css/vendor/slick-theme.css	(from https://28tech.com.vn/)
08:38:03	20092/20092	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202024%2006:17:26%20GMT	https://28tech.com.vn/templates/app01/assets/lib/sweetalert2/sweetalert2.css	D:/Videos/28-Tech/28tech.com.vn/templates/app01/assets/lib/sweetalert2/sweetalert2.css	(from https://28tech.com.vn/)
08:38:03	21389/21389	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202024%2006:17:26%20GMT	https://28tech.com.vn/templates/app01/assets/lib/lightgallery.css	D:/Videos/28-Tech/28tech.com.vn/templates/app01/assets/lib/lightgallery.css	(from https://28tech.com.vn/)
08:38:03	12801/12801	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202024%2006:17:26%20GMT	https://28tech.com.vn/templates/app01/assets/css/catalogue.css	D:/Videos/28-Tech/28tech.com.vn/templates/app01/assets/css/catalogue.css	(from https://28tech.com.vn/)
08:38:04	10938/10938	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202024%2006:17:26%20GMT	https://28tech.com.vn/templates/app01/assets/css/order.css	D:/Videos/28-Tech/28tech.com.vn/templates/app01/assets/css/order.css	(from https://28tech.com.vn/)
08:38:04	5834/5834	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202024%2006:17:26%20GMT	https://28tech.com.vn/templates/app01/assets/css/compare.css	D:/Videos/28-Tech/28tech.com.vn/templates/app01/assets/css/compare.css	(from https://28tech.com.vn/)
08:38:04	6237/6237	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202024%2006:17:26%20GMT	https://28tech.com.vn/templates/app01/assets/css/member.css	D:/Videos/28-Tech/28tech.com.vn/templates/app01/assets/css/member.css	(from https://28tech.com.vn/)
08:38:04	12522/12522	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202024%2006:17:26%20GMT	https://28tech.com.vn/templates/app01/assets/css/comment-rating.css	D:/Videos/28-Tech/28tech.com.vn/templates/app01/assets/css/comment-rating.css	(from https://28tech.com.vn/)
08:38:05	117310/117310	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202024%2006:17:26%20GMT	https://28tech.com.vn/templates/app01/assets/css/utilities.css	D:/Videos/28-Tech/28tech.com.vn/templates/app01/assets/css/utilities.css	(from https://28tech.com.vn/)
08:38:05	128363/128363	---M-Z	200	added ('OK')	text/css	date:Tue,%2017%20Dec%202024%2004:33:03%20GMT	https://28tech.com.vn/templates/app01/assets/css/page.css	D:/Videos/28-Tech/28tech.com.vn/templates/app01/assets/css/page.css	(from https://28tech.com.vn/)
08:38:05	16063/16063	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202024%2006:17:26%20GMT	https://28tech.com.vn/templates/app01/assets/histudy/css/plugins/sal.css	D:/Videos/28-Tech/28tech.com.vn/templates/app01/assets/histudy/css/plugins/sal.css	(from https://28tech.com.vn/)
08:38:05	14190/14190	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202024%2006:17:26%20GMT	https://28tech.com.vn/templates/app01/assets/histudy/css/plugins/feather.css	D:/Videos/28-Tech/28tech.com.vn/templates/app01/assets/histudy/css/plugins/feather.css	(from https://28tech.com.vn/)
08:38:05	72830/72830	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202024%2006:17:26%20GMT	https://28tech.com.vn/templates/app01/assets/histudy/css/plugins/fontawesome.min.css	D:/Videos/28-Tech/28tech.com.vn/templates/app01/assets/histudy/css/plugins/fontawesome.min.css	(from https://28tech.com.vn/)
08:38:06	2719/2719	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202024%2006:17:26%20GMT	https://28tech.com.vn/templates/app01/assets/histudy/css/plugins/euclid-circulara.css	D:/Videos/28-Tech/28tech.com.vn/templates/app01/assets/histudy/css/plugins/euclid-circulara.css	(from https://28tech.com.vn/)
08:38:06	21013/21013	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202024%2006:17:26%20GMT	https://28tech.com.vn/templates/app01/assets/histudy/css/plugins/swiper.css	D:/Videos/28-Tech/28tech.com.vn/templates/app01/assets/histudy/css/plugins/swiper.css	(from https://28tech.com.vn/)
08:38:06	8633/8633	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202024%2006:17:26%20GMT	https://28tech.com.vn/templates/app01/assets/histudy/css/plugins/magnify.css	D:/Videos/28-Tech/28tech.com.vn/templates/app01/assets/histudy/css/plugins/magnify.css	(from https://28tech.com.vn/)
